fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2",1,"2",20,0.632155218711307,0.164420250101468,0.0270340186434294
"6",2,"2",20,0.548796419804121,0.164850544484213,0.0271757020167416
