fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2",1,"2",20,0.0705961578400708,0.051783741845427,0.00268155591951382
"6",2,"2",20,0.053635893844972,0.0160554071454124,0.00025777609860496
