fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2",1,"2",20,0.632002677923161,0.114028835061813,0.0130025752255542
"6",2,"2",20,0.656925670912161,0.0390868023387985,0.00152777811707231
