fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2",1,"2",20,0.286735615318031,0.0843052411679104,0.00710737368837953
"6",2,"2",20,0.275421170432203,0.0696701650435791,0.00485393189719956
