fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2",1,"2",20,0.183855187539024,0.0605922891311744,0.00367142550215584
"6",2,"2",20,0.18495009863417,0.0557686294150448,0.0031101400268326
