fid,id,NDVI_mean,NDVI_stdev,NDVI_variance
"1","1",0.244600276945087,0.0843702362309205,0.00711833676166133
"2","2",0.599752928543763,0.181179808707033,0.032826123083117
"3","3",0.1428517053882,0.0247921357620537,0.000614649995644104
"4","4",0.115921013480962,0.0250059412811772,0.000625297099357684
"5","5",0.12807089724159,0.0263307835576163,0.000693310162758035
