fid,id,NDVI_mean,NDVI_stdev,NDVI_variance
"1","1",0.618886901300706,0.0655367399383556,0.00429506428174766
"2","2",0.75008299954791,0.0803789975056243,0.00646078324000916
"3","3",0.519456774532366,0.0398376740816489,0.00158704027623568
"4","4",0.434353208796108,0.0213007261724164,0.000453720935472265
"5","5",0.476575614778373,0.0538977418795518,0.00290496657971479
