fid,id,NDVI_mean,NDVI_stdev,NDVI_variance
"1","1",0.836115943991865,0.0383970507768865,0.0014743335083628
"2","2",0.796635345615261,0.0467344917963335,0.00218411272346156
"3","3",0.709169541117099,0.0209202531033643,0.000437656989908823
"4","4",0.745463694723861,0.0428401748421617,0.00183528058050699
"5","5",0.786500209089815,0.0356091693968417,0.00126801294513297
