fid,id,NDVI_mean,NDVI_stdev,NDVI_variance
"1","1",0.432856201915259,0.087160747459143,0.00759699589763651
"2","2",0.667272499077587,0.126022330150511,0.0158816276965643
"3","3",0.329561893674109,0.0408579070370835,0.00166936856745096
"4","4",0.266198171046673,0.0254943312779842,0.000649960927311604
"5","5",0.328686079365331,0.0372541421292884,0.00138787110578922
