fid,id,NDVI_mean,NDVI_stdev,NDVI_variance
"1","1",0.674351084755532,0.0621965296827487,0.00386840830457704
"2","2",0.814256666609711,0.0428563289383796,0.00183666493007459
"3","3",0.729345291424141,0.0222434809463714,0.000494772444611586
"4","4",0.719945897423261,0.0162518069000333,0.00026412122751597
"5","5",0.703367037834025,0.0406412739025118,0.00165171314441899
