fid,id,NDVI_mean,NDVI_stdev,NDVI_variance
"1","1",0.669608154910586,0.0653892632101034,0.00427575574316018
"2","2",0.800213474247422,0.0478262369804145,0.00228734894370676
"3","3",0.820173379971827,0.0268478073816698,0.000720804761203244
"4","4",0.784420726706066,0.0427914832713601,0.00183111104056309
"5","5",0.76741616278594,0.0473957224350777,0.00224635450514292
