fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2","1","2",20,0.681033434144129,0.0973372587695154,0.00947454194476361
"6","2","2",20,0.678743185953129,0.0831148519035217,0.00690807860694434
