fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2","1","2",20,0.253857887286503,0.10748500812288,0.0115530269711755
"6","2","2",20,0.309530966948329,0.12030564109206,0.0144734472785716
