fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2","1","2",20,0.595331580391535,0.073384409555603,0.00538527156582448
"6","2","2",20,0.639896462830298,0.177032027635446,0.0313403388087174
