fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2","1","2",20,0.663077295184364,0.136228536621624,0.0185582141900692
"6","2","2",20,0.676804495936522,0.148616948646125,0.0220869974248849
