fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2","1","2",20,0.077168372861404,0.0532379760194327,0.00283428209064569
"6","2","2",20,0.0963748067023198,0.0564037213799861,0.00318137978551111
