fid,id,ringId,distance,NDVI_mean,NDVI_stdev,NDVI_variance
"2","1","2",20,0.196266049868092,0.0916211087388153,0.00839442756652981
"6","2","2",20,0.230896818473295,0.0757703734325346,0.00574114949010575
